只能等我正牌OMG德国教训教训这个欧洲版了 ,faze也太强了吧，醒来又是一个冠军？,triplesix
太燃了，绝境翻盘4am!,恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,我的护球像郜林
太牛逼了，前几天都被打得要解散了，4AM牛逼,恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,ron_z
4AM牛逼 德国我们来了！！！！！！发自虎扑Android客户端,恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,丿卡卡卡卡
阿鲁卡采访真的骚，哈哈，4am真的疯狂打脸,恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,君若扬路尘
人生有梦，才能精彩,恭喜4am！抽一件小猪佩奇&4am联名刺绣T恤！,老高老高了
那一箭要来了啊召唤师峡谷到绝地岛发自虎扑iPhone客户端,话说……这次4am出线,面面是我的女王
我等了三年，就是要等一个机会。我不是要证明我比别人了不起，而是要证明我失去的东西一定要亲手拿回来!,话说……这次4am出线,我欲成神仙
期待柏林把把反向，次次车祸，弹尽粮绝！好吧，我只能帮到这里了！发自虎扑iPhone客户端,话说……这次4am出线,IFTY_Win
真的假的？ 小说里面敢这么写？？发自虎扑iPhone客户端,话说……这次4am出线,kicle
引用7楼 @自在轮回 发表的:那一箭换成了98k98k一枪爆掉阿鲁狗头发自虎扑Android客户端,话说……这次4am出线,阿杜来勇士
还有前天最后一把爆炸，今天最后一把逆转，编剧都编不出来这么狗血的剧情。发自虎扑Android客户端,话说……这次4am出线,流云飞啊飞
冥冥之中啊发自虎扑Android客户端,话说……这次4am出线,面红耳赤的人
对的，这次的决赛会场就是S5的那一个。韦神又回去了。,话说……这次4am出线,咸鱼的生活
这就是小说剧情 打完还差500分还以为没机会了 最后大平原上一字长蛇拉开抢分 不然也反超不了,话说……这次4am出线,Lyiaung
引用1楼 @IO流 发表的:我刚才都在想，起点都不敢这么写哈哈哈哈，而且这一路也是夸张。前两天倒数第二，最后一把差500多分，必须吃鸡加对手跪的早。相当于足球联赛最后一轮自己要5比0大胜加直接对手负于弱旅。结果真实现了！小说中这样写，会被说太套路了，太假了……发自虎扑Android客户端,话说……这次4am出线,韬声无痕
引用1楼 @IO流 发表的:我刚才都在想，起点都不敢这么写前一世梦碎，今一朝再战！发自虎扑Android客户端,话说……这次4am出线,4angrypig
GodV注定是小说里的男主角！从LoL说起，天才中单出道，打破edg国内的垄断，各种骚操作，lol粉至今都觉得lpl最有希望的一年。然而反向一箭把韦神射退役了！如今换了一个完全陌生的领域从头再来，灵性的打法高光吃鸡的镜头如数家珍，又是一个话题人物，今晚的绝地求生是我看过比赛以来真正意义上的绝地求生。s5世界总决赛是在柏林梅赛德斯奔驰文化中心举办，这次绝地全球总决赛又是这一个地方，梦开始的地方！仿佛小说一般！加油啊4AM！加油GodV！发自虎扑iPhone客户端,话说……这次4am出线,杀你不用刀
"引用4楼 @水八怪 发表的:godv,活成天蚕土豆小说主角的男孩，莫欺少年穷蜜蜂直播说了韦神的这些经历可以写本小说了！发自虎扑iPhone客户端",话说……这次4am出线,小灵通没信号
上一次落寞的转身离开这一次希望韦神能骄傲的离开吧4am   德国加油,话说……这次4am出线,GodSouth
都回来了，终于回来了！发自虎扑iPhone客户端,话说……这次4am出线,只能设置一次的昵称
S5全球总决赛地点：柏林梅赛德斯奔驰体育场2018PCPI全球总决赛地点：柏林梅赛德斯奔驰体育场一个轮回 他还是来了 ​​​发自虎扑iPhone客户端,话说……这次4am出线,丶在此方
首先你这标题就够吐槽的了。20队伍决赛，哪有什么弱队。ids打谁含糊过了？有的只是没遇上，照样安排的明明白白。发自虎扑iPhone客户端,大家怎么看弱队里的强力选手？比如选ids的小饼干,猪头你7大爷
我感觉我们聊崩了发自虎扑Android客户端,大家怎么看弱队里的强力选手？比如选ids的小饼干,橘政宗丶
重量级选手，一个换NW两个发自虎扑iPhone客户端,大家怎么看弱队里的强力选手？比如选ids的小饼干,包包包公公
可惜了  最后一局17想fnk名次 进房区想赌圈  这也就让猪头上演了奇迹,其实17最后一局还是败在曾经的坏习惯上,陈皮糖糖糖糖糖
这个房区其实他们经常去的，然后刷圈用车慢慢往前进，因为前面平原好观察。那把主要车的问题，大京死了少辆大车，牛牛绕大圈过来导致吉普没油，而且停外面还被xq修了，都是连锁反应吧，要是有三辆大车的话，那个圈至少能进圈，不会被打靶打死发自虎扑Android客户端,其实17最后一局还是败在曾经的坏习惯上,abbyjie
猪头是周泰，倒了还能救。发自虎扑Android客户端,都来讨论下，用三国武将来对应如今的职业选手，你觉得谁像谁？,挠头侠
除了211的个人战斗力和经历可以完美对应吕布之外，其他的都没啥意思,都来讨论下，用三国武将来对应如今的职业选手，你觉得谁像谁？,请保持幽默感
切，全民是于吉或者左慈，你们这些凡人,都来讨论下，用三国武将来对应如今的职业选手，你觉得谁像谁？,无所谓咯你
给A+一个黄忠吧。不是最好的时期，却遇到了最强的对手。巅峰期的黄忠，未必打不过吕布赵云。,都来讨论下，用三国武将来对应如今的职业选手，你觉得谁像谁？,英雄该有梦
龟龟，这都不忘把我7酱拉出来，总之一句话，柏林见，三军用命，拼！！！发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,旧城故土
GODV去拿回属于你的世界冠军发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,香槟星
作为粉丝真的是解气前几天被喷的这么惨电子竞技菜是原罪今天真的是扬眉吐气发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,23乔丹詹姆斯23
全场最佳（笑点）——孤存发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,Devil_chen
阿鲁卡：FPP冠军，TPP随意。反向发言了解一下。。。牛逼。。。发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,PM97Ariana
莉莉功不可没，打醒四只猪，猪头的电竞人生真的太戏剧了，令人唏嘘不已，期待反向雷。发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,小榄大废人
圣经安排上了？？？发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,宇宇宇宇宇wzy
引用5楼 @旧城故土 发表的:龟龟，这都不忘把我7酱拉出来，总之一句话，柏林见，三军用命，拼！！！那个圈叫我去，我怎么去啊。对面一直进我们房区，干嘛要去楼外发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,蟒茫蚺然
作为ifty的粉丝，很气啊，谁去柏林谁是狗！关系最近的三个战队就ifty变成了留守儿童！加油吧！愿你们在柏林一切顺利。打出自己的风采。再拿一次国际比赛的冠军。发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,PLUSVABLE
引用9楼 @宇宇宇宇宇wzy 发表的:圣经安排上了？？？吃鸡区的人可能没多少人知道LOL的梗吧猪头:阿鲁这个人思想出了问题阿鲁：圈一直瞎J8乱切，我怎么指挥嘛（摊手）,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,moonk213
韦神：我的话自己看看视频什么东西的，鲁哥应该就是看虎扑，看别人给他发的微博私信然后就是，哼，不会玩游戏下一个，哼，不会玩游戏，下一个。鲁哥还是真实的啊发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,抹茶布丁加点糖
4AM加油，气的孤存想喷人。4AM这次也算证明自己，我们也不是全靠流量吃饭的！,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,ywzq的十三
孤存：我其实有两条蓝色的裤子，看起来很像，但是不一样的。孤少认真的样子真口耐发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,kobechao08
引用5楼 @旧城故土 发表的:龟龟，这都不忘把我7酱拉出来，总之一句话，柏林见，三军用命，拼！！！发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,QQME11
引用9楼 @宇宇宇宇宇wzy 发表的:圣经安排上了？？？下路叫我去，我怎么去嘛，摊手发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,77kuku77ku
阿鲁卡：高德伟一直催我选点，我怎么选啊。,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,怀沙汨罗
孤存即颜值担当之后又担任搞笑担当发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,Rdmiya
刺激不孤少。。发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,1197宰蜂蜜
存存:我有两条蓝色裤子，笔记本记下来，要考的发自手机虎扑 m.hupu.com,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,等等将来的喵
引用5楼 @旧城故土 发表的:龟龟，这都不忘把我7酱拉出来，总之一句话，柏林见，三军用命，拼！！！LPL酱字辈还是有排面的发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,只能设置一次的昵称
引用1楼 @23乔丹詹姆斯23 发表的:作为粉丝真的是解气前几天被喷的这么惨电子竞技菜是原罪今天真的是扬眉吐气像及了16年破釜沉舟的骑士，不说了，怀念欧文在骑士的日子，可惜各自为战，愿你骑今年夺冠发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,欧文密密嘿
Q：在比赛前有没有给自己定下什么目标？阿鲁卡：FPP冠军，TPP随意。真实发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,ooger
引用1楼 @23乔丹詹姆斯23 发表的:作为粉丝真的是解气前几天被喷的这么惨电子竞技菜是原罪今天真的是扬眉吐气真的，第二天晚上我都自闭了，看别人说什么4atm，什么数一数二，什么堡垒之夜godv，很气，但是还没办法反驳，今天可真是扬眉吐气，让那群狗叫的闭嘴吧发自虎扑iPhone客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,wtnt
引用9楼 @宇宇宇宇宇wzy 发表的:圣经安排上了？？？喂！老板！我没骂他，上局也没骂他。你怎么回事啊？第三个圈刷了不去，第四个圈刷了也不去？你在想什么啊？   那个圈叫我去，我怎么去嘛！对面十七一直盯着打靶。发自虎扑Android客户端,[流言板]虎扑专访4AM：想亲一下奖杯，感谢粉丝的支持和鞭策,名字长一定很厉害
实话说该配置水份较大，一万5左右可以配到带服务的8700K+1080TI主机。建议优化一下报价。,【报告老板】KZ SSS正在优化中,MsJoy
7代U全方位被8代吊打，并且价格来说，8代好像来比你这个7700还便宜。。8700现在散片不到2000块，你7700花了2100？别是买的盒装的吧23333买7700的都是给奸商抄货底，49年入国军啊- -如果想换其实挺简单的。就8700.显卡一定要1080ti 11G，内存频率要高，最少3200起步，2400是来搞笑的？32G完美。主板就Z370[ 此帖被怀表停了在2018-06-04 14:41修改 ],【报告老板】KZ SSS正在优化中,怀表停了
老板  内存的频率太低了，上综皇这么大气直接上4000mhz的吧,【报告老板】KZ SSS正在优化中,旧城里
战队整体出手吗？开个价发自虎扑iPhone客户端,【报告老板】KZ SSS正在优化中,JaegerX
引用27楼 @安德里斯ia 发表的:                       1我的管理原则，第一条是成绩，第二条是粉丝，因为粉丝是最严格的老板这些事情，是粉丝列出来要我解决的，所以我回复赞助正在谈环境场地看了，不太满意，还在看新的分析师到位了，叫记得，这次的比赛他全程都在粉丝是一切商业价值的基础，骂的粉丝多了，赞助商不敢投资，队员就很苦粉丝的素质和口碑上去了，商业化就容易了，战队有钱，队员有钱，不然谁出钱？还是你觉得赞助商是出钱，找不痛快？愿意不愿意，这个是粉丝说了算，你代表你自己，还是所有SSS的粉丝？如果你能代表，我就不发了，OK？,【报告老板】KZ SSS正在优化中,综皇王翔
引用31楼 @狐剑2018 发表的:如果训练环境一时换不了的话，麻烦给她们买两个空气净化器，不用很好的，千把块钱一个的，开一天也不费多少电，这个应该可以吧？花钱少，效果明显。准备换，看了8个别墅都不合适，厅够大的，房间不够多房间够多的，厅不够大,【报告老板】KZ SSS正在优化中,综皇王翔
十二月份八代都出来很久了，七代四核玩游戏足够，开直播不行，怪不得sss战绩不行，心疼莉莉一波。发自虎扑iPhone客户端,【报告老板】KZ SSS正在优化中,mzhayy
6000买1080。。。采购人员拉出去枪毙吧发自虎扑Android客户端,【报告老板】KZ SSS正在优化中,nb2111111
引用95楼 @量贩店撒 发表的:别听他们口嗨，这些做的不错。。主要大家对以前管理层怨念太多。觉得你们做点事都是蹭热度，慢慢来。粉丝也会拥护你的。。加油增热度也是对的，因为没有热度，没办法给队员争取资源啊,【报告老板】KZ SSS正在优化中,综皇王翔
内存必须双通。8GX2，起码上到3200的。CPU和主板有条件换成8700K的。没条件就这么也能凑合。有直播需求的建议弄个采集卡加个2000块的主机直接推流就行。便宜好用不影响打游戏性能。,【报告老板】KZ SSS正在优化中,Stanleyoy
引用48楼 @我有一个道姑朋友 发表的:这帖子放到数码区要被喷死你信不信？cpu用上一代的过时产品，最坑的是新一代的还比他便宜； 花6000买了个1080； 两条2400的内存要1400； 不超频强行上水冷，还特么是个120的水冷。 说真的你这个帖子让我对战队管理层印象更差了，既然预算没那么多，那为什么不好好了解一下，省点钱或者花同样的钱买性能更好的。我这不是填坑么，一个一个填，前人挖，后人填,【报告老板】KZ SSS正在优化中,综皇王翔
那是2017年，12月的，最近要升级啦,【报告老板】KZ SSS正在优化中,综皇王翔
引用77楼 @综皇王翔 发表的:我的管理原则，第一条是成绩，第二条是粉丝，因为粉丝是最严格的老板这些事情，是粉丝列出来要我解决的，所以我回复赞助正在谈环境场地看了，不太满意，还在看新的分析师到位了，叫记得，这次的比赛他全程都在粉丝是一切商业价值的基础，骂的粉丝多了，赞助商不敢投资，队员就很苦粉丝的素质和口碑上去了，商业化就容易了，战队有钱，队员有钱，不然谁出钱？还是你觉得赞助商是出钱，找不痛快？愿意不愿意，这个是粉丝说了算，你代表你自己，还是所有SSS的粉丝？如果你能代表，我就不发了，OK？百度了下你的资料，发现你是联合创始人.....说明你们真的对SSS上心了如果KZ真的要打造SSS的话强烈建议SSS的几个人把直播稳定下来（稳定平台、稳定时间开播）特别是跑男，他的直播效果就是这次211比赛中的效果---爆炸KZ作为搞培训的，直播这块应该也有人清楚怎么操作，好好打造下跑男，保证就是下一个斗鱼的XDD比赛靠211吸粉、直播靠跑男、200等来固定粉丝~~像你说的，粉丝多了，SSS、KZ都会双赢的,【报告老板】KZ SSS正在优化中,摸摸摸一
引用124楼 @IzumiHaruhi 发表的:粉丝上百，形形色色，你怄啥气。。。。3S的粉丝应该是消费力比较强的成熟观众居多了，只要踏实做事，大家肯定看在眼里和支持的。希望王经理能将粉丝、选手和俱乐部三方凝聚在一起。不是怄气是如果能满足粉丝的需求，那才真的是把工作做好了因为自己团队的人，总会觉得，还不错啊，还OK啊，OK不OK，一定要外人看所以，最大的意义是，这里才有最严格的标准谁和谁都不客气，行就行，不行就不行,【报告老板】KZ SSS正在优化中,综皇王翔
以前经理就不说了~其实我觉得我们不该去DISS王翔了，不管是趁不趁热度（至少证明三傻热度还是有的），至少我觉得一个常常和粉丝沟通的经理再怎么也不会有多差！！三傻加油！！！,【报告老板】KZ SSS正在优化中,一群大撒比
引用156楼 @MsJoy 发表的:实话说该配置水份较大，一万5左右可以配到带服务的8700K+1080TI主机。建议优化一下报价。我是你的粉丝啊~解说的贼好，感谢,【报告老板】KZ SSS正在优化中,综皇王翔
王总乐意在这里跟大家沟通是挺好的。电脑配置很多JR说过了，你这个太不合理了。电脑还是一步到位吧，大部分比赛还是线上的，因为电脑配置不足失利那不是太搞笑了吗（参考SSS前半年成绩）。通过这次比赛KZ应该吸引了不少新粉丝的，大部分人都觉得莉莉是国内第一的个人实力。我觉得KZ还是要适当引入青训或者说后备人员，一方面也激励现在的队员，竞技职业就是那么的残酷。KZ想要成为国内甚至国际比赛的冠军争夺者，还是需要你们加把劲，目标心气也很重要的：我们就是要成为国内一流俱乐部！祝KZ越来越强。,【报告老板】KZ SSS正在优化中,triplesix
引用18楼 @newstep 发表的:说实话你这种做法  真的很不专业  配置就应该是最顶配 而且不需要和我们汇报 这是最基本的东西，蹭热度你还是有一手的别这么说，这种沟通方式挺好的。,【报告老板】KZ SSS正在优化中,IzumiHaruhi
引用77楼 @综皇王翔 发表的:我的管理原则，第一条是成绩，第二条是粉丝，因为粉丝是最严格的老板这些事情，是粉丝列出来要我解决的，所以我回复赞助正在谈环境场地看了，不太满意，还在看新的分析师到位了，叫记得，这次的比赛他全程都在粉丝是一切商业价值的基础，骂的粉丝多了，赞助商不敢投资，队员就很苦粉丝的素质和口碑上去了，商业化就容易了，战队有钱，队员有钱，不然谁出钱？还是你觉得赞助商是出钱，找不痛快？愿意不愿意，这个是粉丝说了算，你代表你自己，还是所有SSS的粉丝？如果你能代表，我就不发了，OK？思路是对的，不过比起硬件设施建设你们还更需要软件环境的搭建，需要提醒的是，kzsss对内最大的资产是211，怎么样在保证职业状态的同时把211的流量热度开发出来是你们要加以包装跟引导的。,【报告老板】KZ SSS正在优化中,zjcsn1983
引用51楼 @综皇王翔 发表的:准备换，看了8个别墅都不合适，厅够大的，房间不够多房间够多的，厅不够大点个赞，3S有成绩，王总向上要预算也有底气 ,【报告老板】KZ SSS正在优化中,IzumiHaruhi
我觉得可以买2700X+X370套装，八核毕竟八核，不过AMD的U挑内存，必须用C14 3200的才行， 显卡肯定要1080ti，你这个显卡1080都要6000，现在京东618 ，跑车版的七彩虹也才6500，显示器差了点，可以看看XB271  四大金刚之一，也没贵太多 4100吧一般，固态选三星nvme的sm961我买的时候是710一个，固态一定要买MLC颗粒的，一整套下来可能也就15000出头，你这个价格实在是被宰太多了。。编辑一下，不管是买AMD还是牙膏厂，一定要买板U套装，因为会优惠很大很大很大！！！[ 此帖被澄心诚毅丶在2018-06-04 16:57修改 ],【报告老板】KZ SSS正在优化中,澄心诚毅丶
孤少：啥？咋了，什么情况？这么激动吗？最后一个人不是我杀的吗？我要跟着激动一下吗？好烦这些b，不提前跟我说一声，我也要一起激动啊！发自虎扑iPhone客户端,孤少这么镇定的么？,读书多骗不了我
来了来了来了发自虎扑Android客户端,孤少这么镇定的么？,ZefirDva
反射弧有点长，还是阿鲁最真实，之前龙珠SOLO吃鸡那把这B也是这样。,孤少这么镇定的么？,MMUSIC
引用4楼 @微胖2333 发表的:我感觉有人要发那个大吼的图片了Zszszs这个么？发自虎扑iPhone客户端,孤少这么镇定的么？,她老亲我
先给经理点个赞，我觉得蛮好的，但是希望能把钱花得更加有效率一点…另外，写给其他的粉丝。请理智，别黑了。我觉得经理的这个态度还蛮不错的了，只要真的有在做事情，热度随意蹭。事实也正如他所说，战队的运营需要金钱，前期投资风险高不愿意放开投资个人觉得很正常。大家可以等一个月后看二锅直再决定该不该喷。最后，写给经理。答应的事请务必尽力，如果发生和之前某位乱开口头支票导致银河战队成员-2那样的事，走着瞧~三傻加油，二锅屹立不倒！发自虎扑iPhone客户端,【报告老板】KZ SSS正在优化中,小时候可幻了
      我自己用的和这套差不多，增加了内存，职业选手日常训练，直播等，完全没问题。但是要注意的就是，英伟达11系显卡大概7~8月份就出了，现在买10系1080TI不太合适，后期会折价。11系显卡比10系显卡性能强15%--20%。显卡可以先用以前的七彩虹1080，等新卡上市了再换。剩下的硬件配置没有问题。CPU：   I7 8700K （散片）                              ￥2079散热器：   海盗船H100I V2                               ￥649主板：   微星Z370 GAMING PRO CARBON      ￥1399内存条：   芝奇幻光戟 DDR4 3200HZ 32G套16G*2(C14)     ￥3288显卡：   微星 GTX1080TI 11G GAMING X 红龙      ￥6499固态硬盘：   三星970 EVO 250G M.2 NVME           ￥759机械硬盘：   西数蓝盘1T                                   ￥249电源：   海韵金牌全模组 FX750                         ￥789机箱：   追风者PHANTEKS 515E                      ￥880风扇：   Tt Riing Plus 12CM                              ￥519合计：17110显示器可以用以前的。,【报告老板】KZ SSS正在优化中,联营冰糕
还有，经理别气馁，毕竟因为之前战队管理实在给人感觉太烂了，粉丝心里有气，你稳着点，不过楼里有的说的没错，内存能加尽量加上，7700的u尽量换8700不用带k就够了发自虎扑iPhone客户端,【报告老板】KZ SSS正在优化中,言之命至123
引用77楼 @综皇王翔 发表的:我的管理原则，第一条是成绩，第二条是粉丝，因为粉丝是最严格的老板这些事情，是粉丝列出来要我解决的，所以我回复赞助正在谈环境场地看了，不太满意，还在看新的分析师到位了，叫记得，这次的比赛他全程都在粉丝是一切商业价值的基础，骂的粉丝多了，赞助商不敢投资，队员就很苦粉丝的素质和口碑上去了，商业化就容易了，战队有钱，队员有钱，不然谁出钱？还是你觉得赞助商是出钱，找不痛快？愿意不愿意，这个是粉丝说了算，你代表你自己，还是所有SSS的粉丝？如果你能代表，我就不发了，OK？别听他们口嗨，这些做的不错。。主要大家对以前管理层怨念太多。觉得你们做点事都是蹭热度，慢慢来。粉丝也会拥护你的。。加油,【报告老板】KZ SSS正在优化中,量贩店撒
不是说了吗 他跟不上其他三个人节奏,孤少这么镇定的么？,JoeyZhang159210
存存只是被阿鲁扔耳机吓坏了。。。,孤少这么镇定的么？,Milanne
都上嘴了，你跟我说淡定😏发自虎扑Android客户端,孤少这么镇定的么？,爱吃金豆的大尾巴
引用38楼 @花开花相随丶 发表的:醒目打了一个之后被击倒，孤少打倒一个然后没子弹了，一对一孤少还有好像还有6发还是9发子弹，倒地的醒目送子弹，然后iftv饶孤少左边被阿鲁击杀。是孤存先与拷人对枪，赢了   然后cpt被大哥  soso集火打倒   孤存又与大哥对枪赢了   剩下9发子弹   双方都不敢打  互卡   cpt火线送子弹   孤存把soso打残    aluka最后收掉    说孤存一穿三   单人灭ifty不过分    这波也是4am最生死存亡的时候    cpt被打倒   韦神在救aluka    如果孤存倒了   非常难说发自虎扑Android客户端,孤少这么镇定的么？,神经中的幻想
把我们小存存吓坏了。,孤少这么镇定的么？,恋旧的文西
孤少:阿鲁这个b为什么扔耳机啊，吓死我了，我要不要也扔呢。。。算了算了，我要保住我的人设不能崩！！发自虎扑Android客户端,孤少这么镇定的么？,moonk213
这波孤存一穿三  是4am最关键的时候！  没有这波   4am真的出不了线发自虎扑Android客户端,孤少这么镇定的么？,神经中的幻想
。。因为他没有算分啊，后面韦神告他分绝对够了，孤少也笑得很开心。。。发自手机虎扑 m.hupu.com,孤少这么镇定的么？,BadRo
存存只是有点含蓄，不知道怎么表达。大家一起闹他也很开心的。发自虎扑Android客户端,孤少这么镇定的么？,21槑7
引用7楼 @ZefirDva 发表的:来了来了来了我就知道会有这张图片  微博都是猪头跟阿鲁卡卡的  哈哈哈哈,孤少这么镇定的么？,mmmm4am
是真的淡定啊！发自虎扑iPhone客户端,孤少这么镇定的么？,只能设置一次的昵称
你好像挺天真的发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,Hydralol
我ifty决赛都被打自闭了，也好就留给我们吧发自虎扑Android客户端,【讨论】4AM可否邀请5400和也好来个集训的可能性？,往事秋刀鱼
就算有小姐姐，为啥和你玩呢？发自虎扑Android客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,基博查B力
虎扑只有基佬，下一个发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,成电吴彦祖
兄弟做梦呢，想啥呢一天天的发自虎扑Android客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,17欧欧
有小姐姐还轮得到你？发自虎扑Android客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,我永远喜欢英莉莉
群号：180290461虎扑目前最活跃，开黑最频繁的吃鸡千人大群，群里已经有1650个JR了，每天还在增加！每天随时随地有人开车，另外还有老司机专车，也就是群主本人我，虎扑最专业的送快递选手，生存评分1.1感天动地，只要你敢来，我就敢带着你送！每晚7-12点准时发车，不管你玩得如何，只要是群员就可以上车！[ 此帖被马甲在2018-02-05 17:04修改 ],绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,马甲
我观世音。zs发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,我还是个少年耶
400+WX群 也算比较老的群了 群里各种刚强大鸟fnk活大鸟 每晚基本上YY都是40+的人 有兴趣的小伙伴可以加 本吊WX加群            xwj976769681最近群更新了 都是最活跃的人 最近群里也在准备第二次比赛 有兴趣的可以加群询问哈[ 此帖被我想考上真的在2018-05-11 19:33修改 ]发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,我想考上真的
晕了，那有没有大兄弟带我吃鸡发自手机虎扑 m.hupu.com,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,至尊暴龙勒布朗
看傻了，lz你多大发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,一切随风30
你也太玻璃心了吧，人家说打了三枪又怎么了。 发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,康哥来啦
你来虎扑*河蟹*姐怕是石乐志。你可以去微博找。发自虎扑iPhone客户端,绝地求生专区组队开黑吃鸡及队友招募专帖（专区群：482382370）,海上单车
5400老师微博说自己是愿意的发自虎扑iPhone客户端,【讨论】4AM可否邀请5400和也好来个集训的可能性？,手持玉米的赫鲁晓夫
昨晚龙神户外直播时肯尼自己说了他很难转做教练，做教练要当黑脸，但他已经融入他们了，当不了黑脸。其实可以找几只队伍或者单独和omg一起开乱斗模式，演练攻房守房战术，以及对枪能力，大家都知道国外队伍枪很刚，都是打头，所以枪法还是要练。,【讨论】4AM可否邀请5400和也好来个集训的可能性？,4am小兔子
这两个人感觉用处不大要请去请joy吧发自虎扑iPhone客户端,【讨论】4AM可否邀请5400和也好来个集训的可能性？,赶死黄旭东
引用18楼 @newstep 发表的:效果不大   5400和也好并没有fps功底，4am缺的是对fps的理解fps功底在这个游戏只是一部分，这部分就是枪法，恰巧枪法又不是教练可以教的，练枪法只能等蓝洞出更多的训练模式，选手自己练习，毕竟吃鸡的枪械设计和别的游戏又不一样，别的练习方法只能练反应，练不了准度。4am缺的是如何根据场上形势判断点位的选择和进圈的时机，这是教练可以教的，但光教练又不够，还需要强大的数据分析。所以这是一套系统性的东西。不是一两个人可以解决的事情发自虎扑iPhone客户端,【讨论】4AM可否邀请5400和也好来个集训的可能性？,卡恩尼思
我知道你就是来秀照片和工作证的。我一点都不羡慕，真的。发自手机虎扑 m.hupu.com,4am夺冠后感想,雷达叔叔真好玩
那个牌子上是签名嘛。。发自虎扑Android客户端,4am夺冠后感想,wlzzzzz
傲风电竞椅，猪坐都不挤！,虎扑携手傲风，助力绝地求生中国职业邀请赛，吃鸡送电竞椅~,僵尸围城
4阿妹，我的桌椅就看你们的了发自虎扑Android客户端,虎扑携手傲风，助力绝地求生中国职业邀请赛，吃鸡送电竞椅~,浮丶華
要是两队拿到名额，送个几十万都不为过...发自虎扑iPhone客户端,虎扑携手傲风，助力绝地求生中国职业邀请赛，吃鸡送电竞椅~,一头死胖子
学17可以，4am就别学了，容易暴毙。发自手机虎扑 m.hupu.com,强队和弱队的区别，即ifty和17、4am的区别。（求推荐让大哥看到）,雷达叔叔真好玩
